UID,movie,how_long_ago
1310,Batman (1989),gt10
1310,Jurassic Park (1993),1to5
1310,"Silence of the Lambs, The (1991)",gt10
1310,National Treasure (2004),6to10
1310,Mission: Impossible II (2000),6to10
1310,Forrest Gump (1994),gt10
1310,"Fugitive, The (1993)",gt10
1310,Edward Scissorhands (1990),gt10
1310,"Fifth Element, The (1997)",gt10
1310,Total Recall (1990),gt10
1311,"Shawshank Redemption, The (1994)",-1
1311,"Truman Show, The (1998)",gt10
1311,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",-1
1311,"Fifth Element, The (1997)",-1
1311,Contact (1997),-1
1311,Back to the Future Part III (1990),gt10
1311,"Fugitive, The (1993)",gt10
1311,"Wizard of Oz, The (1939)",gt10
1311,Forrest Gump (1994),gt10
1311,Mr. Holland's Opus (1995),6to10
1312,"Matrix, The (1999)",gt10
1312,"South Park: Bigger, Longer and Uncut (1999)",gt10
1312,"Lord of the Rings: The Two Towers, The (2002)",gt10
1312,Pirates of the Caribbean: Dead Man's Chest (2006),gt10
1312,"Silence of the Lambs, The (1991)",gt10
1312,Twister (1996),gt10
1312,"Nightmare Before Christmas, The (1993)",gt10
1312,Back to the Future (1985),gt10
1312,"Godfather: Part II, The (1974)",gt10
1312,Pulp Fiction (1994),gt10
1317,Fight Club (1999),6to10
1317,"Shawshank Redemption, The (1994)",1
1317,"Silence of the Lambs, The (1991)",1to5
1317,Forrest Gump (1994),1to5
1317,Independence Day (a.k.a. ID4) (1996),gt10
1317,Ace Ventura: Pet Detective (1994),gt10
1317,Saving Private Ryan (1998),1to5
1317,Pulp Fiction (1994),6to10
1317,Fargo (1996),6to10
1317,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),gt10
1324,Titanic (1997),gt10
1324,"Shawshank Redemption, The (1994)",1
1324,Beauty and the Beast (1991),gt10
1324,Kill Bill: Vol. 1 (2003),6to10
1324,Charlie's Angels (2000),gt10
1324,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",6to10
1324,Beetlejuice (1988),gt10
1324,"Fugitive, The (1993)",gt10
1324,"Silence of the Lambs, The (1991)",1to5
1324,Pulp Fiction (1994),gt10
1332,"Wizard of Oz, The (1939)",gt10
1332,Pulp Fiction (1994),6to10
1332,"Matrix Reloaded, The (2003)",6to10
1332,"Shawshank Redemption, The (1994)",1to5
1332,"Silence of the Lambs, The (1991)",1
1332,Forrest Gump (1994),1to5
1332,Aliens (1986),1
1332,Dogma (1999),1to5
1332,American History X (1998),1
1332,Fight Club (1999),1
1334,Star Wars: Episode VI - Return of the Jedi (1983),1
1334,Forrest Gump (1994),1
1334,Austin Powers: The Spy Who Shagged Me (1999),1to5
1334,Apollo 13 (1995),6to10
1334,Saving Private Ryan (1998),6to10
1334,Blade Runner (1982),1to5
1334,Chasing Amy (1997),1to5
1334,Star Wars: Episode V - The Empire Strikes Back (1980),1
1334,"Lion King, The (1994)",1
1334,Beauty and the Beast (1991),1
1337,Beauty and the Beast (1991),gt10
1337,Forrest Gump (1994),gt10
1337,Pulp Fiction (1994),gt10
1346,Wild Wild West (1999),6to10
1346,Blade Runner (1982),gt10
1346,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),gt10
1346,"Princess Bride, The (1987)",6to10
1346,Men in Black (a.k.a. MIB) (1997),1to5
1346,"Silence of the Lambs, The (1991)",gt10
1346,Forrest Gump (1994),1to5
1346,"Little Princess, A (1995)",1to5
1346,Toy Story (1995),1to5
1346,Jurassic Park (1993),1
1347,Toy Story (1995),gt10
1347,Pirates of the Caribbean: The Curse of the Black Pearl (2003),6to10
1347,Charlie's Angels (2000),6to10
1347,"Silence of the Lambs, The (1991)",1
1347,Fargo (1996),1to5
1347,Apocalypse Now (1979),1to5
1347,"Godfather: Part II, The (1974)",1
1347,Forrest Gump (1994),1to5
1347,"Shawshank Redemption, The (1994)",1to5
1347,Pulp Fiction (1994),1
1352,Pulp Fiction (1994),gt10
1352,"Fugitive, The (1993)",6to10
1352,Fahrenheit 9/11 (2004),-1
1352,"Silence of the Lambs, The (1991)",6to10
1352,Aliens (1986),-1
1352,Men in Black (a.k.a. MIB) (1997),1to5
1352,Austin Powers: The Spy Who Shagged Me (1999),1to5
1352,Forrest Gump (1994),1to5
1352,"Little Princess, A (1995)",gt10
1352,"Lion King, The (1994)",gt10
1369,Willy Wonka & the Chocolate Factory (1971),1to5
1369,Terminator 2: Judgment Day (1991),1to5
1370,"Silence of the Lambs, The (1991)",1to5
1370,Kill Bill: Vol. 2 (2004),1
1370,Memento (2000),-1
1370,Alien (1979),1to5
1370,Taxi Driver (1976),1to5
1370,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1370,Jurassic Park (1993),1to5
1370,"Godfather: Part II, The (1974)",1to5
1370,Seven (a.k.a. Se7en) (1995),1
1370,Pulp Fiction (1994),1to5
1373,"Silence of the Lambs, The (1991)",6to10
1373,Pulp Fiction (1994),-1
1373,Independence Day (a.k.a. ID4) (1996),gt10
1373,"Matrix Reloaded, The (2003)",gt10
1373,Seven (a.k.a. Se7en) (1995),gt10
1373,Edward Scissorhands (1990),gt10
1373,"Fugitive, The (1993)",gt10
1373,"Truman Show, The (1998)",gt10
1373,Forrest Gump (1994),gt10
1373,"Shawshank Redemption, The (1994)",gt10
1380,"English Patient, The (1996)",6to10
1380,Being John Malkovich (1999),6to10
1380,Blade Runner (1982),6to10
1380,American Beauty (1999),6to10
1380,Batman Forever (1995),6to10
1380,Jurassic Park (1993),6to10
1380,"Matrix, The (1999)",6to10
1380,True Lies (1994),6to10
1380,Toy Story (1995),6to10
1380,Terminator 2: Judgment Day (1991),6to10
1381,Blade Runner (1982),6to10
1381,Terminator 2: Judgment Day (1991),6to10
1381,Toy Story (1995),1to5
1381,"Matrix, The (1999)",6to10
1381,Star Wars: Episode VI - Return of the Jedi (1983),6to10
1381,Star Wars: Episode IV - A New Hope (1977),1to5
1381,Batman Forever (1995),gt10
1381,Jurassic Park (1993),gt10
1381,American Beauty (1999),6to10
1381,Pulp Fiction (1994),1to5
1383,Independence Day (a.k.a. ID4) (1996),1
1383,Star Wars: Episode VI - Return of the Jedi (1983),1to5
1383,"Silence of the Lambs, The (1991)",1to5
1383,Forrest Gump (1994),1to5
1383,Braveheart (1995),1to5
1383,"Matrix, The (1999)",6to10
1383,Star Wars: Episode IV - A New Hope (1977),1to5
1383,Jurassic Park (1993),1
1383,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),6to10
1383,True Lies (1994),6to10
1386,Star Wars: Episode IV - A New Hope (1977),gt10
1386,Forrest Gump (1994),gt10
1386,Independence Day (a.k.a. ID4) (1996),gt10
1386,Blade Runner (1982),gt10
1386,Pulp Fiction (1994),gt10
1386,Dumb & Dumber (1994),gt10
1386,Jurassic Park (1993),gt10
1386,Toy Story (1995),gt10
1386,Braveheart (1995),gt10
1386,Terminator 2: Judgment Day (1991),gt10
1387,Terminator 2: Judgment Day (1991),6to10
1387,Batman Forever (1995),6to10
1387,Blade Runner (1982),6to10
1387,Star Wars: Episode IV - A New Hope (1977),1to5
1387,Jurassic Park (1993),6to10
1387,Toy Story (1995),1
1387,Pulp Fiction (1994),1
1387,Forrest Gump (1994),1to5
1387,American Beauty (1999),1
1387,"Matrix, The (1999)",1
1388,Toy Story (1995),1to5
1388,"Matrix, The (1999)",1to5
1388,Forrest Gump (1994),1to5
1388,Star Wars: Episode VI - Return of the Jedi (1983),6to10
1388,Star Wars: Episode IV - A New Hope (1977),6to10
1389,Forrest Gump (1994),6to10
1389,"Matrix, The (1999)",gt10
1389,Blade Runner (1982),1to5
1389,Toy Story (1995),1
1389,Jurassic Park (1993),1to5
1391,Toy Story (1995),1to5
1391,Batman Forever (1995),1to5
1391,"Fugitive, The (1993)",1to5
1391,American Beauty (1999),1to5
1391,Jurassic Park (1993),1to5
1391,Taxi Driver (1976),1to5
1390,"Silence of the Lambs, The (1991)",1to5
1390,Jurassic Park (1993),1
1390,Toy Story (1995),6to10
1390,"Fugitive, The (1993)",6to10
1390,Dumb & Dumber (1994),gt10
1390,It's a Wonderful Life (1946),1
1390,Forrest Gump (1994),1to5
1390,Independence Day (a.k.a. ID4) (1996),6to10
1393,"Shawshank Redemption, The (1994)",gt10
1393,Independence Day (a.k.a. ID4) (1996),gt10
1393,"Silence of the Lambs, The (1991)",gt10
1393,Toy Story (1995),gt10
1393,Braveheart (1995),gt10
1393,"Fugitive, The (1993)",gt10
1393,Taxi Driver (1976),gt10
1393,It's a Wonderful Life (1946),1
1393,Forrest Gump (1994),gt10
1393,Terminator 2: Judgment Day (1991),gt10
1395,"Silence of the Lambs, The (1991)",1to5
1395,"Shawshank Redemption, The (1994)",1to5
1395,Toy Story (1995),1to5
1395,Jurassic Park (1993),6to10
1394,Star Wars: Episode VI - Return of the Jedi (1983),gt10
1394,Pulp Fiction (1994),6to10
1394,Star Wars: Episode IV - A New Hope (1977),gt10
1394,Blade Runner (1982),6to10
1394,"Silence of the Lambs, The (1991)",1to5
1394,"Shawshank Redemption, The (1994)",1to5
1394,It's a Wonderful Life (1946),1
1394,Jurassic Park (1993),6to10
1394,"Matrix, The (1999)",1to5
1394,Braveheart (1995),1to5
1396,True Lies (1994),gt10
1396,"Fugitive, The (1993)",gt10
1396,Independence Day (a.k.a. ID4) (1996),1
1396,Toy Story (1995),1to5
1396,"Matrix, The (1999)",6to10
1396,Blade Runner (1982),1to5
1396,Forrest Gump (1994),6to10
1396,Star Wars: Episode VI - Return of the Jedi (1983),gt10
1396,Jurassic Park (1993),1
1396,It's a Wonderful Life (1946),1
1397,Monsoon Wedding (2001),gt10
1397,American Beauty (1999),gt10
1397,Being John Malkovich (1999),gt10
1397,True Lies (1994),gt10
1397,"Fugitive, The (1993)",gt10
1397,"Silence of the Lambs, The (1991)",gt10
1397,Pulp Fiction (1994),gt10
1397,Toy Story (1995),gt10
1397,Forrest Gump (1994),gt10
1397,Taxi Driver (1976),gt10
1398,Forrest Gump (1994),gt10
1398,Jurassic Park (1993),gt10
1398,"Matrix, The (1999)",gt10
1398,Independence Day (a.k.a. ID4) (1996),gt10
1398,Blade Runner (1982),-1
1398,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1398,"Fugitive, The (1993)",1to5
1398,It's a Wonderful Life (1946),-1
1398,True Lies (1994),6to10
1398,Batman Forever (1995),6to10
1399,Pulp Fiction (1994),6to10
1399,Braveheart (1995),gt10
1399,It's a Wonderful Life (1946),1to5
1399,"Silence of the Lambs, The (1991)",1to5
1399,Independence Day (a.k.a. ID4) (1996),1to5
1399,Dumb & Dumber (1994),1to5
1399,Toy Story (1995),1to5
1399,American Beauty (1999),6to10
1399,Forrest Gump (1994),1
1399,Jurassic Park (1993),1
1401,Jurassic Park (1993),6to10
1401,Forrest Gump (1994),6to10
1401,"Silence of the Lambs, The (1991)",6to10
1401,"Shawshank Redemption, The (1994)",6to10
1401,Taxi Driver (1976),6to10
1401,This Is Spinal Tap (1984),6to10
1401,American Beauty (1999),6to10
1401,Pulp Fiction (1994),6to10
1401,Braveheart (1995),6to10
1401,Dumb & Dumber (1994),gt10
1402,American Beauty (1999),6to10
1402,"Fugitive, The (1993)",1to5
1402,Independence Day (a.k.a. ID4) (1996),1to5
1402,Blade Runner (1982),6to10
1402,"Shawshank Redemption, The (1994)",gt10
1402,"Matrix, The (1999)",gt10
1402,Monsoon Wedding (2001),1
1402,"Silence of the Lambs, The (1991)",gt10
1402,Braveheart (1995),gt10
1402,Pulp Fiction (1994),6to10
1405,"Silence of the Lambs, The (1991)",gt10
1405,Independence Day (a.k.a. ID4) (1996),1to5
1405,Forrest Gump (1994),1to5
1405,Terminator 2: Judgment Day (1991),gt10
1405,True Lies (1994),gt10
1405,Star Wars: Episode IV - A New Hope (1977),gt10
1405,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),gt10
1405,Aliens (1986),gt10
1405,"Shawshank Redemption, The (1994)",gt10
1405,Star Wars: Episode VI - Return of the Jedi (1983),gt10
1406,True Lies (1994),1to5
1406,Terminator 2: Judgment Day (1991),1
1406,Star Wars: Episode IV - A New Hope (1977),1
1406,Jurassic Park (1993),1
1406,"English Patient, The (1996)",6to10
1406,Pulp Fiction (1994),1to5
1406,American Beauty (1999),1
1406,"Shawshank Redemption, The (1994)",1to5
1406,Star Wars: Episode VI - Return of the Jedi (1983),1
1406,"Silence of the Lambs, The (1991)",1
1407,Terminator 2: Judgment Day (1991),1to5
1407,Being John Malkovich (1999),1to5
1407,Independence Day (a.k.a. ID4) (1996),1
1407,Forrest Gump (1994),1to5
1407,"Shawshank Redemption, The (1994)",1
1407,Pulp Fiction (1994),1
1407,"Silence of the Lambs, The (1991)",1
1407,Jurassic Park (1993),1
1407,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1407,It's a Wonderful Life (1946),1
1411,"Nightmare Before Christmas, The (1993)",1
1411,Forrest Gump (1994),gt10
1411,Groundhog Day (1993),gt10
1411,"Shawshank Redemption, The (1994)",6to10
1411,Willy Wonka & the Chocolate Factory (1971),1
1411,It's a Wonderful Life (1946),1
1410,Beetlejuice (1988),gt10
1410,This Is Spinal Tap (1984),gt10
1410,Reservoir Dogs (1992),gt10
1410,Random Hearts (1999),gt10
1410,Twister (1996),gt10
1410,Star Wars: Episode IV - A New Hope (1977),gt10
1410,Forrest Gump (1994),gt10
1410,Titanic (1997),gt10
1410,"Shawshank Redemption, The (1994)",gt10
1410,Star Wars: Episode VI - Return of the Jedi (1983),gt10
1412,Edward Scissorhands (1990),gt10
1412,"Silence of the Lambs, The (1991)",1
1412,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1412,American Beauty (1999),6to10
1412,National Treasure (2004),1
1412,Beauty and the Beast (1991),gt10
1412,Star Wars: Episode V - The Empire Strikes Back (1980),1to5
1412,Jurassic Park (1993),1
1412,Forrest Gump (1994),1
1412,"Shawshank Redemption, The (1994)",1
1413,Pretty Woman (1990),1
1413,Saving Private Ryan (1998),6to10
1413,Clerks (1994),6to10
1413,Men in Black (a.k.a. MIB) (1997),6to10
1413,"Matrix Reloaded, The (2003)",gt10
1413,Twister (1996),1to5
1413,"Shawshank Redemption, The (1994)",1
1413,"Silence of the Lambs, The (1991)",1to5
1413,Slumdog Millionaire (2008),1to5
1413,Forrest Gump (1994),1to5
1415,Reservoir Dogs (1992),1to5
1415,Minority Report (2002),6to10
1415,Men in Black (a.k.a. MIB) (1997),6to10
1415,Monsoon Wedding (2001),6to10
1415,"Matrix Reloaded, The (2003)",gt10
1415,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),gt10
1416,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),6to10
1416,Chasing Amy (1997),gt10
1416,Men in Black (a.k.a. MIB) (1997),1to5
1416,Lethal Weapon 3 (1992),1to5
1416,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),1to5
1416,Braveheart (1995),6to10
1416,"Shawshank Redemption, The (1994)",1to5
1416,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1416,Kill Bill: Vol. 2 (2004),1
1416,Forrest Gump (1994),1
1418,"Pianist, The (2002)",1to5
1418,Beauty and the Beast (1991),1to5
1418,"Rock, The (1996)",6to10
1418,Braveheart (1995),6to10
1418,Men in Black (a.k.a. MIB) (1997),1
1418,"Lion King, The (1994)",1
1418,Pirates of the Caribbean: Dead Man's Chest (2006),1
1418,"Silence of the Lambs, The (1991)",6to10
1418,Forrest Gump (1994),1
1418,Back to the Future (1985),1to5
1419,Groundhog Day (1993),6to10
1419,Bend It Like Beckham (2002),6to10
1419,Back to the Future Part III (1990),1to5
1419,Forrest Gump (1994),6to10
1419,"Lion King, The (1994)",1to5
1419,Alien (1979),1to5
1419,Batman (1989),6to10
1419,"Goonies, The (1985)",6to10
1419,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),1to5
1419,"Silence of the Lambs, The (1991)",6to10
1420,"Fugitive, The (1993)",1to5
1421,Princess Mononoke (Mononoke-hime) (1997),1to5
1422,One Flew Over the Cuckoo's Nest (1975),1to5
1422,"Fugitive, The (1993)",6to10
1422,"Blair Witch Project, The (1999)",6to10
1422,Wild Wild West (1999),6to10
1422,Kill Bill: Vol. 1 (2003),6to10
1422,Edward Scissorhands (1990),6to10
1422,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),1to5
1422,Forrest Gump (1994),1to5
1423,Men in Black (a.k.a. MIB) (1997),6to10
1423,Maverick (1994),gt10
1423,Pirates of the Caribbean: Dead Man's Chest (2006),6to10
1423,"Fugitive, The (1993)",1to5
1423,Forrest Gump (1994),6to10
1423,Batman Forever (1995),1to5
1423,"Silence of the Lambs, The (1991)",gt10
1423,"Rock, The (1996)",6to10
1423,"Shawshank Redemption, The (1994)",1to5
1423,Terminator 2: Judgment Day (1991),gt10
1425,"Shawshank Redemption, The (1994)",1
1425,Forrest Gump (1994),1
1425,Best in Show (2000),6to10
1425,Mrs. Doubtfire (1993),6to10
1425,Six Days Seven Nights (1998),gt10
1425,American Beauty (1999),gt10
1425,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",6to10
1425,Die Hard (1988),1
1425,"O Brother, Where Art Thou? (2000)",1to5
1425,"Mask, The (1994)",gt10
1427,Contact (1997),6to10
1427,"Goonies, The (1985)",6to10
1427,My Cousin Vinny (1992),gt10
1427,"Shawshank Redemption, The (1994)",1to5
1427,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1
1427,Best in Show (2000),6to10
1427,"Pianist, The (2002)",gt10
1427,"Silence of the Lambs, The (1991)",1to5
1427,Fight Club (1999),1to5
1427,Alien (1979),1
1429,Jurassic Park (1993),6to10
1429,Mrs. Doubtfire (1993),6to10
1432,"Shawshank Redemption, The (1994)",1
1432,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),6to10
1432,"Godfather, The (1972)",6to10
1432,Die Hard (1988),1to5
1432,Blade Runner (1982),6to10
1432,Forrest Gump (1994),6to10
1432,Memento (2000),6to10
1432,"Matrix Reloaded, The (2003)",6to10
1432,"Silence of the Lambs, The (1991)",1to5
1432,Pirates of the Caribbean: The Curse of the Black Pearl (2003),6to10
1433,Clerks (1994),6to10
1433,Pirates of the Caribbean: Dead Man's Chest (2006),1to5
1433,Batman Forever (1995),1to5
1433,"Shawshank Redemption, The (1994)",1
1433,Fight Club (1999),1
1433,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1433,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),1to5
1433,Toy Story (1995),1
1433,Die Hard (1988),1
1433,Jurassic Park (1993),1
1434,Pirates of the Caribbean: Dead Man's Chest (2006),1to5
1434,Braveheart (1995),1
1434,"Silence of the Lambs, The (1991)",6to10
1434,Forrest Gump (1994),1to5
1434,"Day After Tomorrow, The (2004)",gt10
1434,Beauty and the Beast (1991),gt10
1434,Kill Bill: Vol. 1 (2003),1to5
1434,"Goonies, The (1985)",1to5
1434,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),gt10
1434,Toy Story (1995),1to5
1435,"Shawshank Redemption, The (1994)",1
1435,Star Wars: Episode V - The Empire Strikes Back (1980),1
1435,"Wizard of Oz, The (1939)",1
1435,Ace Ventura: Pet Detective (1994),1to5
1435,Jurassic Park (1993),1
1435,"Silence of the Lambs, The (1991)",6to10
1435,Clerks (1994),1
1435,Forrest Gump (1994),gt10
1435,Taxi Driver (1976),1to5
1435,Pulp Fiction (1994),gt10
1439,Forrest Gump (1994),6to10
1439,Aladdin (1992),1to5
1439,Jurassic Park (1993),1to5
1441,Beetlejuice (1988),gt10
1441,Twister (1996),gt10
1441,"Truman Show, The (1998)",gt10
1441,"Goonies, The (1985)",gt10
1441,Seven (a.k.a. Se7en) (1995),6to10
1441,"Shawshank Redemption, The (1994)",6to10
1441,Minority Report (2002),gt10
1441,Mrs. Doubtfire (1993),gt10
1441,"Matrix, The (1999)",gt10
1441,Forrest Gump (1994),6to10
1449,Into the Wild (2007),1to5
1449,Edward Scissorhands (1990),6to10
1449,Minority Report (2002),6to10
1449,"Silence of the Lambs, The (1991)",6to10
1449,Blade Runner (1982),gt10
1449,Forrest Gump (1994),gt10
1449,Dogma (1999),6to10
1449,Contact (1997),1to5
1449,"Shawshank Redemption, The (1994)",1to5
1449,National Treasure (2004),1
1456,Clerks (1994),6to10
1456,Toy Story (1995),1to5
1456,American Beauty (1999),gt10
1456,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),6to10
1456,Pulp Fiction (1994),6to10
1456,Forrest Gump (1994),6to10
1456,"Silence of the Lambs, The (1991)",6to10
1456,"Matrix Reloaded, The (2003)",1to5
1456,Alien (1979),6to10
1456,Back to the Future (1985),6to10
1457,"Lion King, The (1994)",gt10
1457,Titanic (1997),6to10
1457,Forrest Gump (1994),gt10
1459,"Silence of the Lambs, The (1991)",6to10
1459,"Shawshank Redemption, The (1994)",6to10
1459,"Goonies, The (1985)",1to5
1459,Eternal Sunshine of the Spotless Mind (2004),1to5
1459,Trainspotting (1996),1to5
1459,Forrest Gump (1994),1to5
1459,Edward Scissorhands (1990),1to5
1459,"Lion King, The (1994)",1to5
1459,Independence Day (a.k.a. ID4) (1996),1to5
1459,American History X (1998),6to10
1460,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1460,Toy Story (1995),1to5
1460,Forrest Gump (1994),1to5
1460,Aladdin (1992),1
1460,One Flew Over the Cuckoo's Nest (1975),1to5
1460,"Wizard of Oz, The (1939)",1to5
1464,Saving Private Ryan (1998),6to10
1464,Six Days Seven Nights (1998),1to5
1464,Forrest Gump (1994),1
1463,Reservoir Dogs (1992),gt10
1463,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),gt10
1463,True Lies (1994),gt10
1463,Life Is Beautiful (La Vita è bella) (1997),gt10
1463,Forrest Gump (1994),gt10
1463,"Silence of the Lambs, The (1991)",gt10
1463,Blade Runner (1982),gt10
1463,Twister (1996),gt10
1463,Fahrenheit 9/11 (2004),gt10
1463,"Fugitive, The (1993)",gt10
1466,Pirates of the Caribbean: Dead Man's Chest (2006),1to5
1466,While You Were Sleeping (1995),1to5
1466,Men in Black (a.k.a. MIB) (1997),1to5
1466,Forrest Gump (1994),1
1466,Billy Elliot (2000),1to5
1466,"Nightmare Before Christmas, The (1993)",1
1470,Mission: Impossible II (2000),6to10
1470,"Shawshank Redemption, The (1994)",6to10
1470,Forrest Gump (1994),1to5
1470,Dead Man Walking (1995),gt10
1470,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),gt10
1470,Fahrenheit 9/11 (2004),6to10
1470,"Lion King, The (1994)",gt10
1470,Aladdin (1992),gt10
1470,Independence Day (a.k.a. ID4) (1996),gt10
1474,You've Got Mail (1998),gt10
1474,Kill Bill: Vol. 1 (2003),gt10
1474,Seven (a.k.a. Se7en) (1995),gt10
1474,Kill Bill: Vol. 2 (2004),gt10
1474,Forrest Gump (1994),gt10
1474,"Shawshank Redemption, The (1994)",gt10
1474,Men in Black (a.k.a. MIB) (1997),gt10
1467,"Fifth Element, The (1997)",1to5
1467,Austin Powers: International Man of Mystery (1997),6to10
1467,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1
1467,"Matrix Reloaded, The (2003)",1to5
1467,Saving Private Ryan (1998),1to5
1467,"Lion King, The (1994)",1
1467,Forrest Gump (1994),1
1467,"Shawshank Redemption, The (1994)",1to5
1476,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),gt10
1476,Lethal Weapon 3 (1992),gt10
1476,Blade Runner (1982),gt10
1476,Forrest Gump (1994),gt10
1476,Batman (1989),1to5
1476,"Lion King, The (1994)",1
1476,Die Hard (1988),1to5
1476,Beauty and the Beast (1991),6to10
1476,"Silence of the Lambs, The (1991)",1to5
1476,"Shawshank Redemption, The (1994)",1
1477,Ace Ventura: Pet Detective (1994),1
1477,"Silence of the Lambs, The (1991)",1
1477,Monty Python's Life of Brian (1979),1
1477,"Mask, The (1994)",1
1477,Die Hard (1988),1to5
1477,Kill Bill: Vol. 1 (2003),6to10
1477,"Shawshank Redemption, The (1994)",6to10
1477,Pirates of the Caribbean: Dead Man's Chest (2006),1
1477,Trainspotting (1996),6to10
1477,Groundhog Day (1993),1
1478,Forrest Gump (1994),gt10
1478,"Silence of the Lambs, The (1991)",gt10
1478,Babe (1995),gt10
1478,Wild Wild West (1999),gt10
1478,Kill Bill: Vol. 2 (2004),gt10
1479,Ace Ventura: When Nature Calls (1995),1
1481,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),1to5
1481,Lethal Weapon 3 (1992),1to5
1481,"Matrix Reloaded, The (2003)",6to10
1481,Back to the Future (1985),1
1481,Toy Story (1995),1to5
1481,"Princess Bride, The (1987)",1to5
1481,Star Wars: Episode VI - Return of the Jedi (1983),6to10
1481,Memento (2000),1to5
1481,"Silence of the Lambs, The (1991)",1to5
1481,Forrest Gump (1994),1to5
1486,Blue Velvet (1986),1to5
1486,Twister (1996),1to5
1486,Stargate (1994),1to5
1486,Forrest Gump (1994),1
1486,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),1to5
1486,Batman Forever (1995),1
1486,Blade Runner (1982),1
1486,"Matrix, The (1999)",1
1486,Austin Powers: International Man of Mystery (1997),1to5
1486,"Blair Witch Project, The (1999)",1to5
1487,Groundhog Day (1993),6to10
1487,"Silence of the Lambs, The (1991)",6to10
1487,"Shawshank Redemption, The (1994)",gt10
1487,One Flew Over the Cuckoo's Nest (1975),gt10
1487,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),gt10
1487,Forrest Gump (1994),gt10
1487,Fight Club (1999),gt10
1487,"Rock, The (1996)",gt10
1487,Slumdog Millionaire (2008),6to10
1487,Lethal Weapon 3 (1992),gt10
1491,Terminator 2: Judgment Day (1991),6to10
1491,"Shawshank Redemption, The (1994)",1to5
1491,Titanic (1997),6to10
1492,"Godfather: Part II, The (1974)",gt10
1492,Kill Bill: Vol. 1 (2003),gt10
1492,Ace Ventura: Pet Detective (1994),gt10
1492,Willy Wonka & the Chocolate Factory (1971),1to5
1492,Mission: Impossible II (2000),gt10
1492,Back to the Future (1985),gt10
1492,Back to the Future Part III (1990),gt10
1492,"Matrix Reloaded, The (2003)",gt10
1492,Aladdin (1992),1
1492,Forrest Gump (1994),gt10
1493,Babe (1995),gt10
1493,"Silence of the Lambs, The (1991)",1
1493,"Shawshank Redemption, The (1994)",1to5
1494,"Silence of the Lambs, The (1991)",1
1494,Aladdin (1992),1
1494,Pretty Woman (1990),1to5
1494,"Shawshank Redemption, The (1994)",1
1494,Forrest Gump (1994),1
1495,Pirates of the Caribbean: The Curse of the Black Pearl (2003),1to5
1495,"Goonies, The (1985)",1
1495,Forrest Gump (1994),1
1496,Titanic (1997),1to5
1496,Forrest Gump (1994),1to5
1496,"Matrix, The (1999)",1to5
1496,Groundhog Day (1993),1
1496,"Silence of the Lambs, The (1991)",1to5
1496,Being John Malkovich (1999),1
1496,Pulp Fiction (1994),1
1497,Pirates of the Caribbean: The Curse of the Black Pearl (2003),1
1498,L.A. Confidential (1997),6to10
1498,Monty Python's Life of Brian (1979),6to10
1498,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),gt10
1498,Forrest Gump (1994),1
1498,Dogma (1999),6to10
1498,Memento (2000),gt10
1498,"Silence of the Lambs, The (1991)",1
1498,"Shawshank Redemption, The (1994)",1
1498,Beauty and the Beast (1991),1
1498,"Wizard of Oz, The (1939)",1
1505,Beauty and the Beast (1991),gt10
1505,Mrs. Doubtfire (1993),gt10
1505,Pi (1998),1to5
1505,"Matrix Reloaded, The (2003)",6to10
1505,"Truman Show, The (1998)",gt10
